"fire_fly_id","contentPerVisit","subsecPerVisit","secPerVisit","recency","avgTime","home","sports","news","life","entertainment","tech","weather","opinion","travel","money","search","pct_home","pct_sports","pct_news","pct_life","pct_entertainment","pct_tech","pct_weather","pct_opinion","pct_travel","pct_money","pct_search","gallery","homefront","section.front","story","sub.section","pct_gallery","pct_homefront","pct_section.front","pct_story","pct_sub.section","log_tot_visit","tot_page_views","page_views_per_visit","Inside Your Site","No JavaScript","Other Web Sites","Search Engines","Social Networks","Typed/Bookmarked"
50861826,1.09861228866811,0,0.693147180559945,18.0277563773199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50861919,1.09861228866811,0,0.693147180559945,18.0277563773199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50862014,1.09861228866811,0,0.693147180559945,18.0277563773199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50862073,1.09861228866811,0,0.693147180559945,18.0277563773199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50862155,1.09861228866811,0,0.693147180559945,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50862171,1.09861228866811,0,0.693147180559945,18.0277563773199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14313472639153,4.14313472639153,1,0,0,0,0,1
50862230,1.09861228866811,0,0.693147180559945,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50862255,1.09861228866811,0,0.693147180559945,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50862264,1.09861228866811,0,0.693147180559945,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795,3.17805383034795,1,0,0,0,0,1
50862265,0.693147180559945,0,0.693147180559945,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,1.09861228866811,0,0,0,0,1,0
50862288,1.09861228866811,0,0.693147180559945,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50862349,1.09861228866811,0,0.693147180559945,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50862385,1.09861228866811,0,0.693147180559945,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795,3.17805383034795,1,0,0,0,0,1
50863127,1.09861228866811,0,0.693147180559945,17.9164728671689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50863411,1.09861228866811,0,0.693147180559945,17.9164728671689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50863438,1.09861228866811,0,0.693147180559945,17.9164728671689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50863449,1.09861228866811,0,0.693147180559945,17.9164728671689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50863456,1.09861228866811,0,0.693147180559945,17.9164728671689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50863490,1.09861228866811,0,0.693147180559945,17.9164728671689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50863539,1.09861228866811,0,0.693147180559945,17.9164728671689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50863545,1.09861228866811,0,0.693147180559945,17.9164728671689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50863546,1.09861228866811,0,0.693147180559945,17.9164728671689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795,3.17805383034795,1,0,0,0,0,1
50863559,1.09861228866811,0,0.693147180559945,17.9164728671689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14313472639153,4.14313472639153,1,0,0,0,0,1
50863693,1.09861228866811,0,0.693147180559945,17.9164728671689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50863707,1.09861228866811,0,0.693147180559945,17.9164728671689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50863763,1.09861228866811,0,0.693147180559945,17.9164728671689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50863791,1.09861228866811,0,0.693147180559945,17.8885438199983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50863797,1.09861228866811,0,0.693147180559945,17.8885438199983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50863810,1.09861228866811,0,0.693147180559945,17.8885438199983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,1.79175946922805,1,0,0,0,0,1
50863826,1.09861228866811,0,0.693147180559945,17.8885438199983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50863836,1.09861228866811,0,0.693147180559945,17.8885438199983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50863848,1.09861228866811,0,0.693147180559945,17.8885438199983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795,3.17805383034795,1,0,0,0,0,1
50863878,1.09861228866811,0,0.693147180559945,17.8885438199983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50863920,0.693147180559945,0,0.693147180559945,17.8885438199983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,1.09861228866811,1,0,0,0,0,0
50864625,1.38629436111989,0,1.09861228866811,17.6351920885484,0,3,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0588235294117647,0,0,0,0,3.93182563272433,3.93182563272433,1,0,0,0,0,1
50864751,1.09861228866811,0,0.693147180559945,17.6351920885484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50864854,1.09861228866811,0,0.693147180559945,17.6351920885484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50864862,1.09861228866811,0,0.693147180559945,17.6351920885484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795,3.17805383034795,1,0,0,0,0,1
50864899,1.09861228866811,0,0.693147180559945,17.6351920885484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50865016,1.09861228866811,0,0.693147180559945,17.5214154679352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50865060,1.09861228866811,0,0.693147180559945,17.5214154679352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50865066,1.09861228866811,0,0.693147180559945,17.5214154679352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50865218,1.09861228866811,0,0.693147180559945,17.464249196573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50865296,1.09861228866811,0,0.693147180559945,17.464249196573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50865478,1.09861228866811,0,0.693147180559945,17.464249196573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50865510,0.693147180559945,0,0.693147180559945,17.464249196573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,1.09861228866811,0,0,0,0,1,0
50865519,1.09861228866811,0,0.693147180559945,17.464249196573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50865791,1.09861228866811,0,0.693147180559945,17.3205080756888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50865851,1.09861228866811,0,0.693147180559945,17.3205080756888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50865937,1.09861228866811,0,0.693147180559945,17.3205080756888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,2.70805020110221,1,0,0,0,0,0
50866189,0.693147180559945,0,0.693147180559945,17.2916164657906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,1.09861228866811,1,0,0,0,0,0
50866228,1.09861228866811,0,0.693147180559945,17.2336879396141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50866288,1.09861228866811,0,0.693147180559945,17.2626765016321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,4.44265125649032,3.05635689537043,1,0,0,0,0,1
50866310,1.09861228866811,0,0.693147180559945,17.2336879396141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14313472639153,4.14313472639153,1,0,0,0,0,1
50866498,1.09861228866811,0,0.693147180559945,17.2336879396141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50866517,1.09861228866811,0,0.693147180559945,17.2336879396141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50866993,1.09861228866811,0,0.693147180559945,17.1172427686237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50866995,1.09861228866811,0,0.693147180559945,17.1172427686237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,1
50867031,1.09861228866811,0,0.693147180559945,17.0880074906351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50867036,1.09861228866811,0,0.693147180559945,17.0880074906351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50867164,1.09861228866811,0,0.693147180559945,17.0880074906351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,2.30258509299405,1,0,0,0,0,1
50867388,1.09861228866811,0,0.693147180559945,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14313472639153,4.14313472639153,1,0,0,0,0,1
50867757,0.693147180559945,0,0.693147180559945,16.7928556237467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,1,0,0,0,0,0
50867848,0.693147180559945,0,0.693147180559945,16.7928556237467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,1,0,0,0,0,0
50867856,1.09861228866811,0,0.693147180559945,16.7928556237467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,1.79175946922805,1,0,0,0,0,0
50868314,0.693147180559945,0,0.693147180559945,16.6733320005331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,1,0,0,0,0,0
50868325,1.09861228866811,0,0.693147180559945,16.6733320005331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50868368,0.693147180559945,0,0.693147180559945,16.7032930884901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,1,0,0,0,0,0
50868401,0.693147180559945,0,0.693147180559945,16.6733320005331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,1.09861228866811,0,0,0,0,1,0
50868404,1.09861228866811,0,0.693147180559945,16.6733320005331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50868409,0.693147180559945,0,0.693147180559945,16.6733320005331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1.38629436111989,1,0,0,0,0,0
50868669,1.09861228866811,0,0.693147180559945,16.583123951777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50869051,1.09861228866811,0,0.693147180559945,16.3707055437449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.07944154167984,1,0,0,0,0,0
50869357,0.693147180559945,0,0.693147180559945,16.1864140562386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,1,0,0,0,0,0
50869492,1.09861228866811,0,0.693147180559945,16.1554944214035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,2.484906649788,1,0,0,0,0,0
50869545,0.980829253011726,0,0.693147180559945,15.8429795177549,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,4.11087386417331,2.72457950305342,1,0,0,0,0,0.666666666666667
50869552,0.693147180559945,0,0.693147180559945,16.0312195418814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,1,0,0,0,0,0
50869649,1.09861228866811,0,0.693147180559945,15.9373774505092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,3.40119738166216,1,0,0,0,0,0
50869656,1.09861228866811,0,0.693147180559945,15.9373774505092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14313472639153,4.14313472639153,1,0,0,0,0,1
50869683,1.09861228866811,0,0.693147180559945,15.9373774505092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95582705760126,4.95582705760126,1,0,0,0,0,1
50870149,1.09861228866811,0,0.693147180559945,15.7797338380595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,2.484906649788,1,0,0,0,0,0
50870259,1.09861228866811,0,0.693147180559945,15.7797338380595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,2.484906649788,1,0,0,0,0,0
50870400,1.09861228866811,0,0.693147180559945,15.7797338380595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,1.79175946922805,1,0,0,0,0,0
